po_id,supplier_id,po_date,currency,po_status,total_po_amount
PO001862,S00294,10-02-2024,,APPROVED,206941.67
PO001863,S00080,01-06-2025,EUR,CANCELLED,186365.66
PO001864,INVALID_SUP,05-11-2024,,APPROVED,34149.92
PO001865,S00065,28-09-2024,,CREATED,340409.52
PO001866,S00212,02-07-2025,USD,CLOSED,318289.63
PO001867,S00189,06-01-2025,EUR,CLOSED,68896.46
PO001868,S00415,11-07-2024,INR,CLOSED,-19.02
PO001869,S00197,27-08-2024,INR,CANCELLED,475650.34
PO001870,S00407,12-12-2025,USD,APPROVED,260870.22
PO001871,S00455,29-01-2024,EUR,CANCELLED,43247.98
PO001872,S00182,10-11-2025,,CLOSED,273528.83
PO001873,S00317,23-08-2025,USD,CREATED,81227.45
PO001874,S00491,02-11-2025,GBP,APPROVED,169312.31
PO001875,S00386,06-05-2025,,CANCELLED,235815.24
PO001876,S00067,19-10-2024,EUR,CREATED,341762.47
PO001877,S00372,04-10-2024,INR,APPROVED,67048.42
PO001878,S00296,04-10-2025,EUR,CREATED,458813.03
PO001879,S00334,25-03-2025,EUR,APPROVED,337498.69
PO001880,S00219,10-03-2024,GBP,APPROVED,216674.8
PO001881,S00185,04-10-2025,GBP,CLOSED,134290.6
PO001882,S00224,06-04-2025,,APPROVED,149119.65
PO001883,S00446,26-05-2025,USD,CLOSED,200289.97
PO001884,S00164,20-03-2025,USD,CREATED,33730.07
PO001885,S00125,17-09-2025,USD,APPROVED,285534.93
PO001886,S00044,13-11-2025,EUR,CANCELLED,403215.19
PO001887,S00006,04-05-2025,GBP,APPROVED,237226.25
PO001888,S00269,26-09-2025,,CREATED,199763.08
PO001889,S00321,08-09-2024,INR,CREATED,355650.84
PO001890,S00366,23-11-2025,,CLOSED,118334.25
PO001891,S00385,06-05-2024,,CREATED,301723.64
PO001892,INVALID_SUP,14-08-2024,INR,APPROVED,83281.17
PO001893,S00191,11-10-2025,INR,CLOSED,476004.22
PO001894,S00221,13-10-2025,GBP,CANCELLED,81094.4
PO001895,S00058,02-12-2025,EUR,APPROVED,415021.84
PO001896,S00442,15-06-2024,USD,CLOSED,146084.89
PO001897,S00154,30-07-2025,EUR,APPROVED,-3871.67
PO001898,S00330,10-06-2025,,CANCELLED,104818.91
PO001899,S00160,04-11-2024,,CREATED,467384.26
PO001900,S00463,22-05-2025,,CANCELLED,24035.85
PO001901,S00004,14-08-2024,,CANCELLED,160918.66
PO001902,S00185,12-01-2026,USD,CREATED,171609.46
PO001903,S00376,19-11-2024,INR,CANCELLED,174038.82
PO001904,S00052,06-11-2024,GBP,CANCELLED,94759.94
PO001905,S00276,11-08-2025,,APPROVED,202413.12
PO001906,S00474,20-03-2025,GBP,CREATED,73593.35
PO001907,S00343,08-06-2024,EUR,APPROVED,232702.83
PO001908,S00195,03-08-2025,EUR,CLOSED,211312.44
PO001909,S00095,15-05-2025,,CLOSED,49890.97
PO001910,S00229,10-12-2024,GBP,APPROVED,65636.57
PO001911,S00389,13-01-2025,GBP,CREATED,176414.56
PO001912,S00452,12-10-2024,INR,CREATED,90731.37
PO001913,S00021,22-02-2024,INR,CANCELLED,207633.16
PO001914,S00173,30-03-2024,USD,APPROVED,331433.43
PO001915,S00492,28-05-2025,GBP,CLOSED,54990.11
PO001916,S00256,05-11-2025,,CANCELLED,398909.14
PO001917,S00372,03-08-2024,INR,CLOSED,374300.4
PO001918,S00406,28-01-2024,GBP,CANCELLED,61365.92
PO001919,S00498,31-05-2024,USD,CREATED,58692.41
PO001920,S00180,06-12-2025,,CREATED,382529.4
PO001921,S00124,03-10-2024,USD,CLOSED,211980.85
PO001922,S00311,07-09-2024,USD,CANCELLED,237497.47
PO001923,S00148,22-03-2024,GBP,CREATED,379254.45
PO001924,S00129,15-07-2024,,APPROVED,363270.53
PO001925,S00097,21-06-2024,INR,CLOSED,382197.44
PO001926,S00449,21-08-2024,EUR,APPROVED,331496.88
PO001927,S00224,10-03-2024,INR,CANCELLED,351762.75
PO001928,S00421,11-07-2024,USD,APPROVED,90277.84
PO001929,S00444,02-05-2024,,APPROVED,110839.02
PO001930,S00069,26-08-2025,GBP,CREATED,133300.13
PO001931,S00100,20-02-2024,INR,CANCELLED,3918.98
PO001932,S00104,02-01-2026,USD,CREATED,187078.09
PO001933,S00274,25-10-2024,EUR,APPROVED,106996.49
PO001934,S00223,25-01-2025,GBP,CREATED,252481.16
PO001935,S00336,08-01-2026,USD,CLOSED,50577.75
PO001936,S00190,06-01-2026,EUR,CLOSED,354350.73
PO001937,S00129,09-03-2024,EUR,CREATED,86784.57
PO001938,S00001,08-12-2025,USD,CLOSED,102048.66
PO001939,S00247,05-03-2025,EUR,CREATED,212608.3
PO001940,S00132,22-04-2024,GBP,CLOSED,163812.48
PO001941,S00058,29-03-2024,USD,CREATED,339895.56
PO001942,S00401,28-10-2024,INR,CLOSED,177087.2
PO001943,S00421,18-12-2025,EUR,CLOSED,115317.37
PO001944,S00145,09-11-2025,INR,CANCELLED,39051.74
PO001945,S00055,25-04-2024,INR,CREATED,15724.66
PO001946,S00474,09-07-2024,INR,APPROVED,350853.33
PO001947,S00480,24-09-2025,USD,CREATED,470618.09
PO001948,S00322,04-04-2025,EUR,CLOSED,361302.08
PO001949,S00396,23-04-2024,INR,APPROVED,17124.61
PO001950,S00100,30-09-2025,GBP,CLOSED,445251.26
PO001951,S00395,07-11-2025,,CLOSED,446931.08
PO001952,S00234,16-01-2026,USD,CANCELLED,29192.79
PO001953,S00219,15-09-2025,,CREATED,79302.24
PO001954,S00144,08-05-2024,INR,CLOSED,17949.84
PO001955,S00295,12-03-2025,USD,APPROVED,369061.17
PO001956,S00207,11-08-2024,GBP,CREATED,78586.7
PO001957,S00391,24-03-2025,,CANCELLED,279061.79
PO001958,S00203,11-09-2025,GBP,CLOSED,99496.92
PO001959,S00002,15-09-2024,INR,APPROVED,294016.94
PO001960,S00005,20-06-2025,,CANCELLED,249427.97
PO001961,S00375,16-03-2025,,CLOSED,148222.14
PO001962,S00115,11-06-2024,EUR,CLOSED,273836.22
PO001963,S00089,09-06-2025,INR,CREATED,264450.72
PO001964,S00153,13-06-2025,USD,APPROVED,470733.23
PO001965,S00146,17-11-2024,INR,CLOSED,436058.34
PO001966,S00027,13-07-2024,INR,APPROVED,264970.44
PO001967,S00001,07-04-2025,EUR,CLOSED,158903.75
PO001968,S00491,25-09-2024,,CLOSED,359650.19
PO001969,S00213,27-08-2025,,CLOSED,158940.75
PO001970,S00030,18-01-2026,USD,CLOSED,105736.19
PO001971,S00147,14-04-2024,INR,CLOSED,485660.38
PO001972,S00281,14-12-2025,,CREATED,359914.11
PO001973,S00359,19-11-2024,GBP,CLOSED,434363.02
PO001974,S00331,09-11-2025,,APPROVED,407507.75
PO001975,S00115,20-08-2025,EUR,CLOSED,97978.91
PO001976,S00329,03-11-2025,GBP,APPROVED,220258.23
PO001977,S00380,01-01-2026,GBP,CLOSED,69908.77
PO001978,S00251,28-12-2025,USD,CANCELLED,86664.34
PO001979,S00096,19-05-2025,INR,APPROVED,282677.28
PO001980,S00489,13-11-2024,INR,CLOSED,5628.89
PO001981,S00085,01-06-2024,INR,CANCELLED,342120.25
PO001982,S00098,13-10-2025,USD,APPROVED,31384.59
PO001983,S00128,19-10-2025,GBP,CANCELLED,45618.07
PO001984,S00275,31-05-2024,INR,CREATED,299663.23
PO001985,S00197,21-08-2025,GBP,CREATED,50567.94
PO001986,S00007,23-10-2025,USD,APPROVED,120413.19
PO001987,S00043,28-12-2025,EUR,APPROVED,468992.19
PO001988,S00313,14-05-2024,USD,CREATED,478596.93
PO001989,S00055,03-12-2025,,CLOSED,425623.71
PO001990,S00044,11-04-2024,INR,APPROVED,237614.84
PO001991,S00294,28-03-2025,GBP,APPROVED,150229.42
PO001992,S00251,13-02-2025,INR,APPROVED,23217.13
PO001993,S00361,11-05-2024,EUR,CREATED,5709.99
PO001994,S00023,24-04-2025,USD,CLOSED,46795.88
PO001995,S00460,26-02-2024,GBP,APPROVED,-4388.74
PO001996,S00117,18-08-2025,USD,APPROVED,210703.39
PO001997,S00077,13-10-2024,EUR,CLOSED,109071.62
PO001998,S00457,14-10-2024,GBP,CREATED,243369.39
PO001999,S00057,08-08-2024,INR,CREATED,478015.58
PO002000,S00148,01-02-2025,EUR,CREATED,305926.87
PO002001,S00062,02-03-2024,EUR,CREATED,447271.18
PO002002,S00315,07-08-2024,INR,APPROVED,211457.34
PO002003,S00175,21-09-2024,,APPROVED,338113.82
PO002004,S00078,21-07-2025,EUR,CLOSED,170934.77
PO002005,S00054,13-02-2024,EUR,CANCELLED,329174.52
PO002006,S00484,10-06-2024,EUR,CREATED,393372.34
PO002007,S00448,01-06-2025,INR,APPROVED,156729.28
PO002008,S00203,10-02-2024,GBP,CANCELLED,406398.13
PO002009,S00058,25-05-2025,,CANCELLED,479590.58
PO002010,S00146,23-10-2024,INR,CREATED,158141.97
PO002011,S00067,26-04-2024,INR,CANCELLED,173067.42
PO002012,S00259,16-12-2025,GBP,CANCELLED,345177.52
PO002013,S00216,07-04-2024,,CLOSED,64801.75
PO002014,S00490,03-05-2025,INR,CANCELLED,206423.11
PO002015,S00260,08-08-2025,,CANCELLED,263899.59
PO002016,S00427,29-05-2024,INR,CANCELLED,37226.95
PO002017,S00373,17-02-2025,GBP,APPROVED,350062.12
PO002018,S00123,10-04-2025,EUR,CREATED,97656.23
PO002019,S00442,04-11-2024,USD,CLOSED,276979.11
PO002020,S00498,25-12-2024,INR,CREATED,25086.58
PO002021,S00182,18-08-2025,EUR,APPROVED,143822.13
PO002022,S00075,31-01-2025,,CANCELLED,117461.19
PO002023,S00430,15-07-2024,INR,CREATED,372232.66
PO002024,S00062,05-12-2024,INR,CANCELLED,365206.17
PO002025,S00363,08-11-2025,GBP,CLOSED,22312.09
PO002026,S00055,02-02-2024,,CREATED,235797.42
PO002027,S00310,15-05-2024,INR,CREATED,69177.77
PO002028,S00074,15-05-2025,USD,APPROVED,33917.97
PO002029,S00297,21-12-2024,GBP,APPROVED,381535.94
PO002030,S00246,24-08-2025,INR,CLOSED,232443.17
PO002031,S00376,28-10-2024,EUR,CANCELLED,389605.44
PO002032,S00362,01-03-2025,USD,CLOSED,51189.67
PO002033,S00031,25-02-2024,USD,APPROVED,249164.19
PO002034,S00006,28-01-2024,GBP,CANCELLED,338351.29
PO002035,S00455,04-12-2024,GBP,CLOSED,459170.87
PO002036,S00262,11-02-2024,EUR,APPROVED,208953.48
PO002037,S00082,18-04-2025,EUR,CREATED,258358.03
PO002038,S00493,26-09-2025,INR,APPROVED,197203.22
PO002039,S00029,03-03-2024,INR,CANCELLED,87765.36
PO002040,S00388,30-09-2024,,CREATED,407362.21
PO002041,S00245,21-06-2024,GBP,CLOSED,324613.48
PO002042,S00211,28-10-2024,GBP,APPROVED,22609.19
PO002043,S00194,16-03-2024,GBP,APPROVED,131309.38
PO002044,S00054,16-06-2025,USD,CLOSED,299611.03
PO002045,S00440,14-02-2024,EUR,CREATED,115962.61
PO002046,S00085,14-04-2024,,CREATED,27986.18
PO002047,S00311,18-02-2024,USD,CLOSED,89810.62
PO002048,S00105,16-05-2025,USD,APPROVED,130929.85
PO002049,S00297,19-04-2025,,CREATED,279688.36
PO002050,S00411,02-11-2025,GBP,CREATED,19264.69
PO002051,S00048,26-01-2024,EUR,CREATED,490173.52
PO002052,S00391,03-11-2024,EUR,CANCELLED,247609.12
PO002053,S00165,09-02-2024,GBP,CLOSED,486794.63
PO002054,S00366,03-03-2025,USD,CLOSED,200679.71
PO002055,S00386,31-05-2024,,CREATED,248599.44
PO002056,S00403,20-05-2025,INR,CREATED,291523.63
PO002057,S00199,17-11-2025,GBP,CREATED,141510.29
PO002058,S00079,15-03-2025,GBP,CREATED,442027.96
PO002059,S00048,20-08-2024,INR,APPROVED,402775.4
PO002060,S00341,15-11-2025,INR,APPROVED,496675.4
PO002061,S00262,22-02-2025,,CLOSED,220977.5
PO002062,S00069,17-03-2024,EUR,CLOSED,176959.76
PO002063,S00445,31-05-2025,GBP,CREATED,444793.37
PO002064,S00403,08-09-2025,GBP,APPROVED,100454.42
PO002065,S00318,18-03-2025,,CREATED,478797.9
PO002066,S00296,06-03-2024,GBP,CREATED,401386.85
PO002067,S00075,25-09-2025,EUR,CREATED,246950.69
PO002068,S00237,30-10-2024,EUR,APPROVED,466698.27
PO002069,S00084,30-10-2025,USD,CLOSED,286138.37
PO002070,S00184,19-08-2025,USD,CREATED,85489.06
PO002071,S00402,19-10-2025,GBP,CLOSED,493002.37
PO002072,S00134,02-12-2024,GBP,APPROVED,469613.88
PO002073,S00297,29-05-2024,GBP,CREATED,178553.42
PO002074,S00150,22-12-2025,GBP,CANCELLED,427785.48
PO002075,S00476,07-04-2025,INR,CANCELLED,180199.79
PO002076,S00439,13-12-2025,,CLOSED,183709.96
PO002077,S00356,14-12-2025,GBP,CANCELLED,127727.85
PO002078,S00455,17-07-2025,USD,CREATED,369226.49
PO002079,S00128,20-02-2025,,CREATED,73053.93
PO002080,S00054,04-05-2024,EUR,CANCELLED,74893.93
PO002081,S00208,29-10-2025,USD,APPROVED,191052.61
PO002082,S00242,04-12-2025,USD,CLOSED,230268.19
PO002083,S00335,27-10-2024,,CANCELLED,50105.12
PO002084,S00094,10-06-2025,USD,CANCELLED,382949.41
PO002085,S00104,01-01-2025,GBP,CLOSED,27558.12
PO002086,S00179,08-08-2025,,CANCELLED,102380.77
PO002087,S00386,17-05-2025,GBP,CREATED,135579.41
PO002088,S00020,21-10-2024,,APPROVED,474009.51
PO002089,S00076,05-04-2025,INR,CLOSED,281944.32
PO002090,S00313,29-10-2025,GBP,CREATED,467912.13
PO002091,S00189,03-02-2025,GBP,CANCELLED,102777.52
PO002092,S00110,08-02-2025,USD,CANCELLED,131273.3
PO002093,S00332,12-05-2025,INR,CREATED,66577.64
PO002094,S00144,28-09-2025,GBP,CREATED,145660.09
PO002095,S00371,11-10-2024,GBP,CANCELLED,260012.86
PO002096,S00349,19-05-2024,EUR,APPROVED,414427.29
PO002097,S00048,04-03-2025,GBP,CLOSED,481499.71
PO002098,S00156,26-09-2025,INR,APPROVED,171384.51
PO002099,S00219,15-09-2025,GBP,CANCELLED,265430.68
PO002100,S00408,01-06-2025,INR,CANCELLED,174119.65
PO002101,S00361,10-10-2025,,CANCELLED,410622.93
PO002102,S00293,20-04-2025,,APPROVED,34293.4
PO002103,S00348,08-03-2024,,APPROVED,158484.95
PO002104,S00428,24-09-2025,EUR,CREATED,71005.67
PO002105,S00239,05-08-2025,INR,CANCELLED,431472.18
PO002106,S00059,04-09-2024,GBP,CLOSED,257949.31
PO002107,S00002,20-07-2024,GBP,APPROVED,315317.99
PO002108,S00334,30-04-2025,,CREATED,13425.42
PO002109,S00388,10-09-2025,INR,CANCELLED,346705.27
PO002110,S00403,01-11-2024,INR,CANCELLED,104149.33
PO002111,S00109,14-12-2025,INR,CREATED,181979.49
PO002112,S00190,25-07-2024,USD,CLOSED,447810.73
PO002113,S00263,06-11-2024,USD,CANCELLED,322700.4
PO002114,S00238,23-06-2024,GBP,CANCELLED,172623.13
PO002115,S00431,04-02-2024,,CANCELLED,259200.76
PO002116,S00398,18-11-2024,EUR,CREATED,462806.17
PO002117,S00239,07-12-2024,GBP,CLOSED,84332.06
PO002118,S00310,08-06-2025,INR,CANCELLED,187689.48
PO002119,S00439,09-08-2024,GBP,CLOSED,349556.77
PO002120,S00487,09-12-2024,USD,CREATED,401999.58
PO002121,S00054,26-11-2025,USD,CREATED,306211.49
PO002122,S00215,09-06-2024,USD,CANCELLED,373721.56
PO002123,S00326,01-11-2025,,CREATED,314930.2
PO002124,S00263,29-08-2025,,CREATED,332193.62
PO002125,S00443,08-03-2024,GBP,APPROVED,107554.08
PO002126,S00237,26-01-2025,,CANCELLED,52823.06
PO002127,S00445,28-11-2025,GBP,CREATED,172059.91
PO002128,S00413,02-07-2024,GBP,CANCELLED,453536.75
PO002129,S00337,22-09-2025,GBP,CREATED,469506.49
PO002130,S00407,21-06-2024,INR,CLOSED,130142.62
PO002131,S00344,06-03-2024,EUR,CLOSED,418434.51
PO002132,S00414,12-03-2024,GBP,APPROVED,-2900.43
PO002133,S00472,01-06-2025,GBP,CREATED,2842.68
PO002134,S00080,09-11-2025,EUR,CLOSED,164220.42
PO002135,S00499,31-10-2024,,CANCELLED,117124.71
PO002136,S00204,26-07-2025,INR,CANCELLED,413417.7
PO002137,S00417,02-12-2025,,CANCELLED,60079.58
PO002138,S00332,09-04-2024,GBP,APPROVED,198575.1
PO002139,S00166,01-10-2025,,APPROVED,215887.8
PO002140,S00051,11-07-2025,INR,CREATED,313877.74
PO002141,S00408,24-11-2025,GBP,CLOSED,417855.63
PO002142,S00083,18-08-2025,EUR,APPROVED,42093.48
PO002143,S00014,23-08-2025,GBP,CREATED,312591.53
PO002144,S00309,14-01-2026,INR,CREATED,307140.32
PO002145,S00284,27-07-2025,USD,CANCELLED,7771.39
PO002146,S00382,15-02-2024,INR,CANCELLED,315403.89
PO002147,S00405,01-06-2024,EUR,APPROVED,116059.55
PO002148,S00466,12-01-2026,INR,CLOSED,92883.6
PO002149,S00437,17-07-2025,INR,CANCELLED,384047.75
PO002150,S00344,27-02-2025,USD,CLOSED,36896.5
PO002151,S00075,26-11-2024,USD,CREATED,51020.42
PO002152,S00481,07-03-2024,,CREATED,49073.71
PO002153,S00148,06-12-2025,EUR,APPROVED,41852.46
PO002154,S00259,27-03-2025,EUR,APPROVED,192354.11
PO002155,S00257,16-08-2025,USD,CANCELLED,32155.86
PO002156,S00499,07-12-2025,USD,APPROVED,342104.89
PO002157,S00196,17-06-2024,EUR,CANCELLED,403317.27
PO002158,S00094,02-02-2024,EUR,CREATED,451337.28
PO002159,S00344,04-07-2025,,CREATED,54189.61
PO002160,S00179,20-10-2025,EUR,CANCELLED,497432.6
PO002161,S00313,15-12-2024,,CREATED,74986.08
PO002162,S00386,22-01-2025,EUR,CREATED,92386.86
PO002163,S00016,13-10-2024,,CREATED,256587.44
PO002164,S00396,06-11-2025,INR,APPROVED,432771.5
PO002165,S00059,30-04-2025,INR,CREATED,160407.56
PO002166,S00115,11-12-2024,USD,APPROVED,130133.22
PO002167,S00252,23-11-2024,INR,CREATED,171019.46
PO002168,S00288,20-06-2025,EUR,CANCELLED,371323.2
PO002169,S00259,28-09-2024,GBP,CANCELLED,460785.79
PO002170,S00131,03-01-2026,INR,APPROVED,341964.02
PO002171,S00461,12-01-2025,EUR,CANCELLED,46961.77
PO002172,S00413,14-07-2024,,CLOSED,78654.82
PO002173,S00107,08-09-2024,GBP,CANCELLED,440842.95
PO002174,S00221,08-01-2026,,CLOSED,407025.56
PO002175,S00324,09-07-2025,USD,CANCELLED,211803.05
PO002176,S00296,13-07-2024,EUR,CLOSED,448436.81
PO002177,S00426,09-05-2025,USD,CANCELLED,79460.77
PO002178,S00018,20-10-2024,,CLOSED,291368.97
PO002179,S00154,29-03-2025,,CLOSED,196144.87
PO002180,S00059,23-10-2024,INR,CLOSED,211840.33
PO002181,S00097,26-08-2025,EUR,APPROVED,31683.37
PO002182,S00343,25-04-2025,EUR,CLOSED,68245.04
PO002183,S00164,02-02-2025,USD,CREATED,155887.52
PO002184,S00006,23-03-2024,EUR,APPROVED,230015.2
PO002185,S00414,25-06-2025,EUR,APPROVED,278628.49
PO002186,S00201,19-08-2025,EUR,APPROVED,261267.49
PO002187,S00053,06-03-2024,,CLOSED,356714.14
PO002188,S00491,23-01-2026,USD,CANCELLED,339476.62
PO002189,S00227,15-03-2025,EUR,CLOSED,95065.96
PO002190,S00026,09-11-2024,GBP,CANCELLED,18629.88
PO002191,S00144,20-06-2025,GBP,CREATED,57666.8
PO002192,S00089,24-12-2024,,CLOSED,293541.4
PO002193,S00124,17-09-2025,,CREATED,138943.64
PO002194,S00336,01-04-2025,,CREATED,455379.79
PO002195,S00149,22-07-2025,INR,CANCELLED,13689.14
PO002196,S00279,21-12-2025,,CREATED,165381.88
PO002197,S00009,21-08-2025,USD,CANCELLED,43035.51
PO002198,S00417,28-08-2025,GBP,CLOSED,133710.14
PO002199,S00392,03-08-2024,EUR,CANCELLED,35282.44
PO002200,S00403,21-11-2025,EUR,CANCELLED,304221.93
PO002201,S00205,26-11-2024,EUR,CANCELLED,244135
PO002202,S00335,05-01-2025,USD,CLOSED,468540.4
PO002203,S00053,03-01-2025,USD,APPROVED,19156.29
PO002204,S00006,13-07-2024,INR,CREATED,496737.89
PO002205,S00448,10-12-2024,GBP,APPROVED,80946.68
PO002206,S00099,17-08-2025,EUR,CREATED,466725.73
PO002207,S00451,07-12-2024,USD,CLOSED,441076.27
PO002208,S00023,31-01-2025,USD,CREATED,473308.15
PO002209,S00039,22-12-2025,EUR,CLOSED,342400.41
PO002210,S00412,17-02-2024,GBP,CLOSED,347825.74
PO002211,S00480,07-12-2024,INR,CANCELLED,55550.22
PO002212,S00167,09-03-2024,INR,CANCELLED,316636.34
PO002213,S00349,27-09-2024,USD,APPROVED,286831.78
PO002214,S00345,14-11-2025,GBP,CLOSED,157565.24
PO002215,S00381,17-05-2025,GBP,APPROVED,41358.68
PO002216,S00399,23-08-2024,EUR,CREATED,173269.9
PO002217,S00434,27-07-2025,INR,APPROVED,345957.36
PO002218,S00039,24-07-2024,GBP,CREATED,102300.11
PO002219,S00350,19-11-2025,INR,CANCELLED,408348.28
PO002220,S00098,25-01-2025,GBP,CREATED,166927.32
PO002221,S00423,22-03-2025,,CLOSED,379046.42
PO002222,S00163,22-08-2025,GBP,APPROVED,423142.52
PO002223,S00055,28-11-2025,INR,APPROVED,457932.11
PO002224,S00201,08-05-2025,GBP,APPROVED,388910.64
PO002225,S00098,17-06-2025,USD,CLOSED,208662.46
PO002226,S00358,09-05-2025,EUR,CREATED,69381.32
PO002227,S00455,09-07-2025,USD,CREATED,116484.04
PO002228,S00464,11-02-2024,GBP,APPROVED,129712.12
PO002229,S00249,13-07-2024,,CANCELLED,172738.2
PO002230,S00062,21-04-2025,,CREATED,173985.55
PO002231,S00110,11-05-2024,INR,CANCELLED,248606.15
PO002232,S00266,01-07-2024,EUR,CREATED,217877
PO002233,S00193,24-09-2025,USD,CREATED,322553.98
PO002234,S00381,23-04-2025,GBP,APPROVED,143472.98
PO002235,S00210,28-01-2025,INR,CLOSED,262429.19
PO002236,S00258,09-07-2024,,CANCELLED,50138.2
PO002237,S00026,26-11-2025,INR,CREATED,105887.78
PO002238,S00028,11-12-2024,USD,CLOSED,115577.4
PO002239,S00278,21-10-2024,USD,CLOSED,109364.83
PO002240,S00323,01-04-2024,GBP,CANCELLED,193407.14
PO002241,S00115,04-10-2024,EUR,CANCELLED,98881.21
PO002242,S00409,07-08-2025,INR,CLOSED,316634.1
PO002243,S00368,02-10-2025,,CLOSED,365610.55
PO002244,S00049,23-07-2025,INR,CANCELLED,368240.83
PO002245,S00443,05-07-2024,INR,APPROVED,154131.81
PO002246,S00036,13-11-2025,INR,APPROVED,162738.43
PO002247,S00238,18-12-2024,INR,CREATED,331345.85
PO002248,S00224,07-03-2025,EUR,CREATED,84645.1
PO002249,S00138,16-11-2025,USD,APPROVED,337997.49
PO002250,S00443,07-12-2024,USD,CLOSED,484618.47
PO002251,S00304,17-08-2024,USD,CANCELLED,435975.36
PO002252,S00247,12-09-2025,USD,CREATED,408557.85
PO002253,S00296,01-12-2025,EUR,APPROVED,260260.94
PO002254,S00087,21-08-2025,INR,CREATED,45496.19
PO002255,S00418,23-02-2024,EUR,CANCELLED,242784.23
PO002256,S00183,23-06-2025,,CLOSED,330021.3
PO002257,S00132,29-01-2024,EUR,CANCELLED,1848.33
PO002258,S00184,19-07-2024,EUR,CLOSED,445143.07
PO002259,S00403,21-10-2025,,CANCELLED,51944.34
PO002260,S00358,22-02-2024,,CREATED,69689.7
PO002261,S00215,24-02-2025,INR,APPROVED,175383.17
PO002262,S00016,17-10-2024,INR,CANCELLED,176507.06
PO002263,S00388,03-02-2024,USD,APPROVED,459926.86
PO002264,S00197,24-11-2024,USD,CLOSED,437957.74
PO002265,S00354,08-11-2024,,CANCELLED,493602.49
PO002266,S00455,18-06-2025,,APPROVED,128981.21
PO002267,S00354,23-07-2025,EUR,CLOSED,192468.24
PO002268,S00218,04-03-2025,EUR,CLOSED,91239.2
PO002269,S00302,24-05-2024,,CLOSED,416256.64
PO002270,S00064,12-12-2024,GBP,CANCELLED,281164.53
PO002271,S00412,29-11-2025,EUR,CLOSED,50646.24
PO002272,S00005,03-11-2024,GBP,APPROVED,230490.32
PO002273,S00078,11-09-2024,,CLOSED,310016.54
PO002274,S00347,27-06-2025,INR,CLOSED,240846.52
PO002275,S00034,19-12-2025,EUR,CREATED,224198.38
PO002276,S00114,06-01-2026,EUR,CREATED,21862.61
PO002277,S00160,18-01-2026,USD,CANCELLED,172889.04
PO002278,S00434,04-10-2025,USD,CREATED,121973.9
PO002279,S00183,07-06-2025,EUR,APPROVED,476611.05
PO002280,S00372,15-03-2024,EUR,APPROVED,497936.7
PO002281,S00102,19-12-2025,GBP,CREATED,141855.02
PO002282,S00017,18-03-2024,GBP,CLOSED,120607.89
PO002283,S00354,26-12-2024,GBP,CANCELLED,196552.37
PO002284,S00469,09-02-2025,USD,CLOSED,459698.04
PO002285,S00311,15-11-2024,EUR,APPROVED,279773.34
PO002286,S00354,22-06-2025,EUR,APPROVED,340077.2
PO002287,S00104,20-09-2025,EUR,APPROVED,205237.71
PO002288,S00104,20-07-2025,EUR,CLOSED,38226.95
PO002289,S00296,05-12-2025,GBP,APPROVED,184862.8
PO002290,S00455,14-08-2025,GBP,CREATED,64997.99
PO002291,S00231,04-03-2024,EUR,CLOSED,231531.33
PO002292,S00223,19-05-2024,GBP,CANCELLED,480530.7
PO002293,S00242,26-07-2024,USD,CREATED,478533.34
PO002294,S00220,01-05-2024,USD,APPROVED,305680.32
PO002295,S00158,20-06-2024,INR,CLOSED,59273.8
PO002296,S00284,19-05-2025,,CLOSED,22035.69
PO002297,S00439,29-06-2025,GBP,APPROVED,198485.77
PO002298,S00004,15-06-2025,GBP,CANCELLED,418795.01
PO002299,S00044,03-11-2025,USD,CLOSED,414096.62
PO002300,S00339,29-04-2025,USD,CLOSED,295141.54
PO002301,S00427,23-04-2024,EUR,CANCELLED,343749.42
PO002302,S00449,16-05-2024,USD,CREATED,368938.83
PO002303,S00352,23-08-2025,,CREATED,349294.2
PO002304,S00270,14-10-2025,INR,CANCELLED,63883.39
PO002305,S00465,25-10-2025,INR,CLOSED,312260.93
PO002306,S00375,15-02-2025,USD,CANCELLED,309950.28
PO002307,S00104,04-11-2025,USD,CREATED,-4981.97
PO002308,S00315,02-07-2025,USD,CREATED,119839.07
PO002309,S00054,03-09-2025,GBP,CREATED,415526.86
PO002310,S00232,01-11-2025,GBP,CREATED,462652.44
PO002311,S00157,29-10-2024,GBP,CANCELLED,491261.61
PO002312,S00426,08-03-2024,INR,CLOSED,409951.66
PO002313,S00355,19-12-2024,GBP,CREATED,213338.62
PO002314,S00332,23-07-2025,USD,APPROVED,66551.52
PO002315,S00388,19-02-2025,INR,APPROVED,253315.07
PO002316,S00365,25-06-2024,,APPROVED,235459.99
PO002317,S00152,24-09-2024,EUR,CREATED,479341.16
PO002318,S00258,02-07-2024,EUR,CLOSED,192550.56
PO002319,S00364,30-04-2025,USD,CANCELLED,205532.72
PO002320,S00222,12-01-2025,INR,CREATED,138128.22
PO002321,S00063,23-11-2025,,CANCELLED,564.92
PO002322,S00159,15-10-2025,USD,CANCELLED,16529.06
PO002323,S00471,09-07-2025,EUR,APPROVED,231293.09
PO002324,S00377,19-07-2024,GBP,CLOSED,-394.37
PO002325,S00083,07-10-2025,EUR,APPROVED,171161.21
PO002326,S00368,29-01-2024,,CANCELLED,254087.8
